,Medicine Name,Use,Side Effects,Dosage
471,Melquin-3 Topical Solution,"Melquin-3 Topical Solution (hydroquinone) is a depigmenting agent used to lighten areas of darkened skin such as freckles, age spots, chloasma, and melasma caused by pregnancy, birth control pills, hormone medicine, or injury to the skin. Melquin-3 Topical Solution decreases the formation of melanin in the skin. Melanin is the pigment in skin that gives it a brown color. Melquin-3 Topical Solution is available in generic form.","[' mild burning ', ' stinging', ' \xa0redness, and ', ' dryness of treated skin.', 'Serious eye symptoms such as sudden vision loss, blurred vision, tunnel vision, eye pain or swelling, or seeing halos around lights;', 'Serious heart symptoms such as fast, irregular, or pounding heartbeats; fluttering in your chest; shortness of breath; and sudden dizziness, lightheartedness, or passing out;']","The recommended dose of Melquin-3 Topical Solution is to apply to affected areas and rub in well twice daily, in the morning and before bedtime, or as directed by a physician."
472,Tri-Luma,"Tri-Luma (fluocinolone acetonide 0.01%, hydroquinone 4%, tretinoin 0.05%) is a combination of three medications (a steroid, a skin bleaching agent, and a form of vitamin A) used to treat melasma (dark skin patches) of the face.","['darkening or discoloration of treated skin,', 'irritation of your eyes, nose, or mouth,', 'severe skin redness, itching, peeling, blistering, or crusting,', 'severe burning or swelling of the skin,', 'worsening tiredness,', 'muscle weakness,']",Tri-Luma Cream should be applied once daily at night. It should be applied at least 30 minutes before bedtime.
473,Hydro-Q,"Hydro-Q (hydroquinone gel) is a depigmenting agent indicated for the gradual bleaching of hyperpigmented skin conditions such as chlosma, melasma, freckles, senile lentigines and areas of melanin hyperpigmentation.","['skin hypersensitivity (localized contact dermatitis).', 'Serious eye symptoms such as sudden vision loss, blurred vision, tunnel vision, eye pain or swelling, or seeing halos around lights;', 'Serious heart symptoms such as fast, irregular, or pounding heartbeats; fluttering in your chest; shortness of breath; and sudden dizziness, lightheadedness, or passing out;', 'Severe headache, confusion, slurred speech, arm or leg weakness, trouble walking, loss of coordination, feeling unsteady, very stiff muscles, high fever, profuse sweating, or tremors.']","A dose of Hydro-Q is applied to the affected areas twice daily, morning and before bedtime or as directed by a physician."
474,Genadur,"Genadur (hydrosoluble nail lacquer) is a nail lacquer indicated to protect intact or damaged nails from the effects of moisture, friction (rubbing) or shear (tearing), relieving symptoms and signs of nail dystrophy (i.e. nail splitting and fragility).",[],"Apply Genadur once daily to clean and dry nails. Using the supplied brush, apply a thin layer Genadur on the affected nail(s). The film is hydrosoluble, therefore Genadur should be applied after nail washing and drying, preferably before bedtime. Genadur may also be used under a cosmetic colored nail polish, thus protecting the nails from the damaging action of solvents used for polish removal."
475,Dextrose, Dextrose (hydrous dextrose) Injection is a fluid replenisher and caloric supply used as a source of nutrition with water and calories. Dextrose injection is available in generic form.,"['fever,', 'blood clots, and', 'infection or inflammation at the injection site']",Talk to your doctor about your individual dosage recommendation.
476,Cyanokit,"Cyanokit (hydroxocobalamin) is a form of vitamin B-12used in an emergency to treat cyanide poisoning. This type of poisoning can occur if you are exposed to smoke from a house or industrial fire, if you swallow or breathe in cyanide, or if you get cyanide on your skin.","['\xa0red coloring of your skin or urine (this may last up to 2 to 5 weeks)', 'nausea', 'vomiting', 'diarrhea', 'stomach pain', 'acne']","The starting dose of Cyanokit for adults is 5 g administered as an intravenous infusion over 15 minutes (approximately 15 mL/min). Depending upon the severity of the poisoning and the clinical response, a second dose of 5 g may be administered by intravenous infusion for a total dose of 10 g. "
477,Paremyd,Paremyd (hydroxyamphetamine Hydrobromide 1% and tropicamide 0.25%) is a topical mydriatic used for pupil dilation (mydriasis) in routine diagnostic procedures and in conditions where short-term pupil dilation is desired.,"['hives,', 'difficulty breathing,', 'swelling of your face, lips, tongue, or throat,', 'blurred vision,', 'chest pain or pressure,', 'confusion,']",The dose of Paremyd is to instill one to two drops in the conjunctival sac.
478,Plaquenil,"Plaquenil (hydroxychloroquine) is an antimalarial medication used to treat or prevent malaria, a disease caused by parasites, which enter the body through the bite of a mosquito. Plaquenil is also used to treat symptoms of rheumatoid arthritis and discoid or systemic lupus erythematosus. Plaquenil is available in generic form.","['trouble focusing your eyes,', 'light flashes in your vision,', 'swelling or color changes in your eyes,', 'headache with chest pain and severe dizziness,', 'fainting,', 'fast or pounding heartbeats,']","The adult dose of Plaquenil to suppress malaria is 400 mg on the same day each week. The pediatric weekly suppressive dosage is 5 mg/kg of body weight. The adult dose of Plaquenil to treat an acute attack of malaria is an initial dose of 800 mg followed by 400 mg in six to eight hours and 400 mg for two more days. To treat lupus erythematosus, the average adult dose is 400 mg once or twice daily."
479,Voluven,,"['itching,', 'increased or decreased heart rate,', 'flu-like symptoms,', 'swollen lymph nodes,', 'vomiting,', 'chills, or']",
480,Makena,Makena (hydroxyprogesterone caproate) is a prescription hormone medicine (progestin) used in women who are pregnant with only one baby and who have delivered a premature baby in the past. Makena is used in these women to help lower the risk of having a preterm baby again. Makena is not intended for use to stop active preterm labor.,"['itching, ', 'nausea, ', 'diarrhea, ', 'injection site reactions (pain, bruising, itching, swelling, or a hard lump), \n\t', 'hives, ', 'blood clots, ']",Our Makena (hydroxyprogesterone caproate) Side Effects Drug Center provides a comprehensive view of available drug information on the potential side effects when taking this medication.
481,Ocucoat,"Ocucoat (hydroxypropylmethylcellulose) is an eye lubricant used to relieve dry, irritated eyes. Ocucoat is available in generic form.","['blurred vision', 'temporary minor burning, stinging, or irritation of your eyes', 'eye pain', 'changes in vision', 'continued eye redness or irritation', 'hives,']",Common side effects of Ocucoat include:
482,Hydrea,"Hydrea (hydroxyurea) is an antineoplastic (anti-cancer) agent used to treat melanoma, resistant chronic myelocytic leukemia, and recurrent, metastatic, or inoperable carcinoma of the ovary and primary squamous cell (epidermoid) carcinomas of the head and neck. Hydrea is available in generic form.","['nausea, ', 'vomiting, ', 'upset stomach, ', 'diarrhea, ', 'constipation, ', 'skin changes such as peeling or discoloration, ']","Hydrea (hydroxyurea) is available in 500 mg tablets. Dosage depends on the 
problem being treated; the prescribing doctor will determine dosage."
483,Droxia,"Droxia (hydroxyurea) is an antimetabolite that affects certain cells in the body, such as cancer cells or sickled red blood cells, used to treat melanoma (a type of skin cancer), chronic myelocytic leukemia, cancer of the ovary, and primary squamous cell (skin) cancer of the head and neck. Droxia is also used to treat sickle cell anemia.","['hives,', 'difficulty breathing,', 'swelling of your face, lips, tongue, or throat,', 'severe dizziness,', 'numbness, tingling, or burning pain in your hands or feet,', 'skin numbness or purple discoloration,']","Dosage of Droxia is based on weight, medical condition, laboratory test results, and response to treatment. The initial dose of Droxia is 15 mg/kg/day as a single dose. Treatment may be stopped for a short time if blood counts are too low."
484,Siklos,"Siklos (hydroxyurea) is an antimetabolite, indicated to reduce the frequency of painful crises and to reduce the need for blood transfusions in pediatric patients, 2 years of age and older, with sickle cell anemia with recurrent moderate to severe painful crises.","['hives,', 'difficulty breathing,', 'swelling of your face, lips, tongue, or throat,', 'numbness, tingling, or burning pain in your hands or feet,', 'skin numbness or purple discoloration,', 'skin ulcers or open sores,']","The initial dose of Siklos is 20 mg/kg once daily. The dose may be increased by 5 mg/kg/day every 8 weeks, or sooner if a severe painful crisis occurs, until a maximum tolerated dose or 35 mg/kg/day is reached if blood counts are in an acceptable range."
485,Vistaril,"Vistaril (hydroxyzine pamoate) is an antihistamine with anticholinergic (drying) and sedative properties used as a sedative to treat anxiety and tension. Vistaril is also used together with other medications given for anesthesia. Vistaril may also be used to control nausea and vomiting, or to treat allergic skin reactions such as hives or contact dermatitis. Vistaril is available in generic form.","['fast or pounding heartbeats,', 'headache with chest pain,', 'severe dizziness,', 'fainting, and', 'convulsions (seizures)', 'dizziness, ']","The recommended dose of Vistaril for treating itch (pruritus) is 25 mg, 3 or 4 times daily. For sedation, the recommended dose is 50 to 100 mg. The dose to treat anxiety and tension is 50 to 100 mg 4 times daily."
486,Atarax,Atarax (hydroxyzine hydrochloride) is an antihistamine with anticholinergic (drying) and sedative properties used for symptomatic relief of anxiety and tension associated with psychoneurosis and as an adjunct in organic disease states in which anxiety is manifested.,"['drowsiness,', 'dizziness,', 'blurred vision,', 'constipation, or', 'dry mouth.', 'mental/mood changes (such as restlessness, confusion, hallucinations),']","For symptomatic relief of anxiety and tension associated with psychoneurosis and as an adjunct in organic disease states in which anxiety is manifested the adult dose of Atarax is 50-100 mg four times/day. Hydroxyzine Hydrochloride is administered orally in the form of tablets. 

"
